Team,Competition,Name,DoB,Age,Nationality,MOP
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,I KOMANG ANANTA KRISNA PUTRA,5/19/06,20,Indonesia,483
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,IBNU YAZID AL MUSTAUFIZ,1/18/06,20,Indonesia,565
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMAD ANDRE PANGESTU,1/22/06,20,Indonesia,664
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ISFANDYAR ABDILLAH,6/23/07,18,Indonesia,2177
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Nassim Fauzi Ramadhan,9/15/07,18,Indonesia,0
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,ADRIANO DUARTE CASTANHEIRA,4/7/93,33,Portugal,701
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,ALIF EKA RIZKY,5/6/03,23,Indonesia,248
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,AULIA RAMADHAN,11/27/03,22,Indonesia,1241
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,BRAIF FATARI,4/9/02,24,Indonesia,268
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,DOLLY RAMADHAN GULTOM,3/5/93,33,Indonesia,708
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,EROS DERMAWAN,7/5/05,20,Indonesia,431
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,FAISAL RAMADONI,1/20/98,28,Indonesia,1284
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,FIKRI ADRIANSYAH,12/25/95,30,Indonesia,1224
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,FIKRON AFRIYANTO,12/20/98,27,Indonesia,904
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,HAMZAH DEPA,3/31/02,24,Indonesia,1165
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,IMUS WIRANDA,8/14/02,23,Indonesia,1834
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,LUTFI MASROHAN MUTOHAR,9/8/01,24,Indonesia,2160
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,M LUTHFI KAMAL B,3/1/99,27,Indonesia,1931
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,MAMADOU HADY BARRY,5/16/86,40,Indonesia,176
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,MHD YUDI SAFRIZAL,6/9/99,26,Indonesia,1231
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,MOCH ZAENURI,6/10/95,30,Indonesia,591
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,Mohammed Riad Belhadj kacem,8/6/02,23,Guatemala,1866
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,Muhamad Reza Alfariz,2/1/03,23,Indonesia,0
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD RIDWAN,6/13/00,25,Indonesia,139
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RAFIF PUTRA ADRI,2/25/99,27,Indonesia,712
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Ridho Al Wafaa,3/2/00,26,Indonesia,318
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,NASIR,10/8/95,30,Indonesia,1587
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,REZA ANUGRAH PUTRA LUBIS,6/27/03,22,Indonesia,890
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,ROSALVO CANDIDO ROSA JUNIOR,12/28/91,34,Brasil,777
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,Ardian Syahputra Siregar,3/31/07,19,Indonesia,26
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,Bil’Asqan Hi Tenang,10/27/05,20,Indonesia,688
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,DANIEL ALFRIDO,3/12/08,18,Indonesia,0
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,M. Ghozali aufathul akbar,3/14/05,21,Indonesia,237
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,MARSELINUS AMA OLA,3/21/05,21,Indonesia,1248
PERSIKAD,PEGADAIAN CHAMPIONSHIP 2025-26,Yehezkiel Elia Petra,4/21/06,20,Indonesia,180
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,ACHMAD FARIS ARDIANSYAH,3/7/93,33,Indonesia,1396
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,ACHMAD SUBAGJA BAASITH,6/15/96,29,Indonesia,2095
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,ALDO CLAUDIO,12/2/97,28,Indonesia,1305
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,ALFATH FAATHIER,10/6/95,30,Indonesia,34
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,BHIMA WIBNU FIKI RAMADHAN,1/7/00,26,Indonesia,1038
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,CAIQUE SILVIO SOUZA DA SILVA,1/13/99,27,Brasil,887
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,CRAH EKA ANGGER ISWANTO,1/9/93,33,Indonesia,855
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,DAVE MUSTAINE,11/16/92,33,Indonesia,498
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,DAVID MAULANA,2/25/02,24,Indonesia,1051
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,DHANU SYAH PUTRA,11/13/98,27,Indonesia,1346
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,DHEO BUDI PRAKOSO,9/28/02,23,Indonesia,630
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,EKO SAPUTRO,3/27/99,27,Indonesia,643
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,FATHUL IHSAN,10/26/02,23,Indonesia,321
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,IFAN NANDA PRATAMA,3/29/01,25,Indonesia,1033
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,IGOR HENRIQUE DA SILVA COSTA,5/2/98,28,Brasil,2025
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,IMAM BAGUS KURNIA,9/5/95,30,Indonesia,690
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,JAIMERSON DA SILVA XAVIER,2/26/90,36,Brasil,990
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,LERBY ELIANDRY PONG BABU,11/21/91,34,Indonesia,260
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD KHOIRUL ANAM,9/29/02,23,Indonesia,1025
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,NURDIAN SYAPUTRA CHANIAGO,6/26/98,27,Indonesia,953
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,Nuri Agus Wibowo,8/6/01,24,Indonesia,659
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,RIKI PAMBUDI,12/24/95,30,Indonesia,900
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,Abdul Khafid,1/25/05,21,Indonesia,891
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,HUGO SAMIR,1/28/05,21,Indonesia,490
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,m. alberta nino santoso,4/14/06,20,Indonesia,342
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,Muhamad Firman Januari,1/12/05,21,Indonesia,493
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad putra pradananta,8/11/05,20,Indonesia,271
PERSIKU KUDUS,PEGADAIAN CHAMPIONSHIP 2025-26,RIFAEL SALMON,8/5/05,20,Indonesia,73
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,AFANDI,6/16/97,28,Indonesia,496
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,ANDRI PRABOWO,11/28/93,32,Indonesia,7
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,DAUD KOTULUS,12/16/99,26,Indonesia,649
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,FIKTOR PAE,2/7/85,41,Indonesia,1122
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,FINKY PASAMBA,4/28/93,33,Indonesia,566
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,GANJAR MUKTI MUHARDIYANA,6/12/94,31,Indonesia,1425
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,HASAN HUSAIN,12/4/94,31,Indonesia,391
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,JUSCAK JOSHUA MARTHEN ISIR,6/13/01,24,Indonesia,308
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,Kadek Lanang Agus Surya Artayana,11/23/02,23,Indonesia,541
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,KAREL RIDZALD IEK,9/11/03,22,Indonesia,492
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,KENZO NAMBU,8/22/92,33,Japan,697
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,M. ALIM HIDAYATULLAH,1/21/04,22,Indonesia,462
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MERU KIMURA,6/27/01,24,Indonesia,259
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOH. RAJIV ABIZAL,11/7/98,27,Indonesia,768
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD FAHAD ABDULLAH,5/15/98,28,Indonesia,778
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD JORDAN ZAMORANO,2/7/01,25,Indonesia,585
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,NALDY RENALDY S,3/9/92,34,Indonesia,230
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,NATHANIEL ALAN HANCOCK,5/30/99,27,Australia,369
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,REXY,3/27/04,22,Indonesia,341
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,RIKU ICHIMURA,12/19/01,24,Japan,990
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,ROSUL MA’ARIF PARAMFASI,1/21/92,34,Indonesia,1139
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,WIRAJA ARIA FADHIL AULIA,7/30/02,23,Indonesia,354
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,JAY AMRU GHONI,11/9/07,18,Indonesia,266
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMAD RIZKI,7/28/05,20,Indonesia,384
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUH IZAM,8/2/05,20,Indonesia,1507
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUH. SYAHRIL AIDIL,11/13/05,20,Indonesia,72
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ARHAM DARMAWAN,6/20/06,19,Indonesia,718
PERSIPAL FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FAUZAN HANIF ZULKARNAIN,5/6/05,21,Indonesia,675
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,ADZIB AL HAKIM ARSYAD,6/4/99,27,Indonesia,2425
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,ARTUR JESUS VIEIRA,6/11/90,35,Brasil,1984
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,BIMA RAGIL SATRIA RAKASIWI,8/26/91,34,Indonesia,2392
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,BOAZ THEOFILUS.ERWIN SOLOSSA,3/16/86,40,Indonesia,511
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,D. FEBRIANTO M. UOPMABIN,2/24/02,24,Indonesia,1292
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,ELISA YAHYA BASNA,2/4/96,30,Indonesia,289
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,FERDINAN AYOMI,10/25/96,29,Indonesia,754
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,GUNANSAR PAPUA MANDOWEN,11/14/00,25,Indonesia,1534
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,IAN LOUIS KABES,5/14/86,40,Indonesia,0
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,JEAM KELLY SROYER,12/11/02,23,Indonesia,1524
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,M. ARODI UOPDANA,3/19/98,28,Indonesia,153
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,MARCKHO SANDI MERAUJE,12/4/94,31,Indonesia,1563
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,MARTHIN ALESANDRO DUSAY,2/16/99,27,Indonesia,1845
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,OSAS MARVELLOUS IKPEFUA,10/23/86,39,Indonesia,29
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,RAFAEL SUNUK,7/15/99,26,Indonesia,667
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,RAFLY GABRIEL HOSEA KAPOH,12/31/01,24,Indonesia,90
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,RAMAI MELVIN RUMAKIEK,4/19/02,24,Indonesia,1980
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,RUBEN KAREL SANADI,1/8/87,39,Indonesia,2008
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,SAMUEL CHARLHEINS REIMAS,9/11/92,33,Indonesia,5
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,SEWORI MARCELINO ROMBE AISOKI,3/6/04,22,Indonesia,14
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,SUKANDAR RUMIDI KANSAI,6/11/03,22,Indonesia,97
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,TODD RIVALDO ALBERT FERRE,3/15/99,27,Indonesia,247
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,VICTOR NABAY MANSARAY,2/22/97,29,USA,479
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,WILLIAMS JOSE LUGO LADERA,12/16/96,29,Venezuela,852
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,YERIMIA STANLEY MENZO MERAUJE,11/19/02,23,Indonesia,0
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,YETER AMOHOSO,6/5/00,25,Indonesia,242
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,YOHANES FERINANDO PAHABOL,1/16/92,34,Indonesia,382
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,YUSTINUS PAE,6/19/83,42,Indonesia,405
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,ALEXANDRO FELIX KAMURU,8/19/05,20,Indonesia,16
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,AUGUSTO DENNIS IMANUEL IVAKDALAM,8/2/05,20,Indonesia,15
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,GELFIAS YANCE WAICANG,3/11/06,20,Indonesia,194
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,MARKUS OTTO ALBERTI MADJAR,4/14/05,21,Indonesia,923
PERSIPURA JAYAPURA,PEGADAIAN CHAMPIONSHIP 2025-26,RENO SALAMPESSY,6/22/07,18,Indonesia,1440
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,ADITYA ANGGA SAPUTRA,7/6/01,24,Indonesia,273
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,AL MUZANNI,1/19/03,23,Indonesia,564
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,ANDRIYAS FRANCISCO,7/8/00,25,Indonesia,360
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,ASGAL HABIB ALTARIK,7/8/04,21,Indonesia,950
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,CONNOR MCKINNON WYLIE FLYNN GILLESPIE,5/20/97,29,England,2205
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,DAVID LALY,11/7/91,34,Indonesia,254
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,FARIS ADIT SAPUTRA,9/24/04,21,Indonesia,696
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,FITRA RIDWAN,3/16/94,32,Indonesia,1617
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,FRANC RIKHART SOKOY,10/5/97,28,Indonesia,854
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,JECHSON FELIX GU TIWU,10/24/95,30,Indonesia,1006
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,JUAN MERA GONZALES,11/22/93,32,Spain,670
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,M REZA,2/24/01,25,Indonesia,1890
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MUAMMAR KHADAFI,3/9/98,28,Indonesia,499
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD REVAN,6/4/02,24,Indonesia,1938
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MUHARIR,12/12/01,24,Indonesia,1640
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MUJAHIDIN,4/2/02,24,Indonesia,72
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,OMID POPALZAY,1/25/96,30,Afghanistan,781
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,RISNA PRAHALABENTA RANGGALELANA,4/9/97,29,Indonesia,324
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,SUTAN DIEGO ARMANDO ONDRIANO ZICO,4/7/02,24,Indonesia,1150
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,TEGAR DADI PRAKOSO,11/30/97,28,Indonesia,180
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,YASVANI,2/10/98,28,Indonesia,104
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,APRILIAN BERNADUS,4/8/05,21,Indonesia,141
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,FAVA SHEVA RUSTANTO,4/6/05,21,Indonesia,1118
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MAULANA ILHAM JAYA KUSUMA,1/8/05,21,Indonesia,12
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MUH. ARIEL KURUNG,7/3/05,20,Indonesia,2160
PERSIRAJA BANDA ACEH,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD IHSAN KUSUMA S,7/28/06,19,Indonesia,1292
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,ABDUL AZIZ,9/17/00,25,Indonesia,49
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,ADITIYA DAFFA AL HAQI,1/11/04,22,Indonesia,1821
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,ALEXSANDRO DOS SANTOS PERREIRA,4/3/97,29,Brasil,1932
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,AMIRUDDIN BAGAS KAFFA ARRIZQI,1/16/02,24,Indonesia,749
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,AMIRUDDIN BAGUS KAHFI ALFIKRI,1/16/02,24,Indonesia,69
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,BAYU PRADANA ANDRIATMOKO,4/19/91,35,Indonesia,2200
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,BIMA REKSA,6/21/99,26,Indonesia,1703
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,CORNELIUS EZEKIEL STEWART,10/7/89,36,Saint Vincent dan Grenadines,361
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,DOUCOURE LASSANA,7/30/03,22,Indonesia,123
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,FABIANO DA ROSA BELTRAME,8/29/82,43,Indonesia,2070
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,FERDIYANSYAH,4/24/00,26,Indonesia,1086
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,FRENDI SAPUTRA,1/27/92,34,Indonesia,651
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,GIAN ZOLA NASRULLOH NUGRAHA,8/5/98,27,Indonesia,618
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,HAUDI ABDILLAH,4/20/93,33,Indonesia,957
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,MUCHAMAD WILDAN RAMDHANI NUGRAHA,12/24/98,27,Indonesia,553
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD HARGIANTO,7/24/96,29,Indonesia,740
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD AIMAR ISKANDAR ALAM,12/4/03,22,Indonesia,1184
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RIDHO,8/21/91,34,Indonesia,1569
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,NOR HALID,6/14/97,28,Indonesia,0
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,RAHMAT BERI SANTOSO,2/2/04,22,Indonesia,106
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,RENAN DA SILVA ALVES,12/17/92,33,Brasil,2239
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,RICKY RICARDO CRISTIAN G. T. CAWOR,1/26/98,28,Indonesia,77
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,RIZKY RIZALDI PORA,11/22/89,36,Indonesia,1464
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,RONI SUGENG ARIYANTO,1/1/98,28,Indonesia,194
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,SATRIA TAMA HARDIANTO,1/23/97,29,Indonesia,861
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,YUSWANTO ADITYA,5/10/00,26,Indonesia,97
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,ARYA SATRIA SAPUTRA,6/16/06,19,Indonesia,29
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,ADITIA NUR MAHPUD,8/24/05,20,Indonesia,1169
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,Basajump Latuconsina,5/17/05,21,Indonesia,658
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,DANDA RAMA FEBRIYANTO,2/23/07,19,Indonesia,0
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,ERWIN GERARD EDGINATAGI,4/3/07,19,Indonesia,141
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD IQBAL GWIJANGGE,8/29/06,19,Indonesia,89
PS BARITO PUTERA,PEGADAIAN CHAMPIONSHIP 2025-26,PRAMOEDYA PUTRA SUHARDI,6/2/06,20,Indonesia,879
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD SYIHA BUDDIN,4/5/01,25,Indonesia,990
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,ALBERTO GONCALVES DA COSTA,12/31/80,45,Indonesia,1590
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,ALDAIR SIMANCA PEñA,7/4/98,27,Colombia,514
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,AQSHA SANISKARA PRAWIRA,9/26/00,25,Indonesia,604
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,DANI PARSAORAN SORMIN,12/30/04,21,Indonesia,478
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,DEJAN ALIKHA MUHAMMAD,7/7/01,24,Indonesia,441
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,DELFIN RUMBINO,6/3/95,31,Indonesia,812
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,DENILSON RODRIGUES ROLDAO,3/17/00,26,Brasil,816
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,DONI HALOMOAN SORMIN,12/30/04,21,Indonesia,586
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,ESTEBAN GABRIEL VIZCARRA,4/11/86,40,Indonesia,1397
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,FRIDOLIN KRISTOF YOKU,2/10/97,29,Indonesia,280
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,GUSTUR CAHYO PUTRO,1/11/97,29,Indonesia,430
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,IBRAHIM SANJAYA,8/26/97,28,Indonesia,522
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MARIYO FABIYO LONDOK,11/14/97,28,Indonesia,1656
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MOCH FAHMI AL AYYUBI,12/21/95,30,Indonesia,74
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ALWI FADILAH,5/10/04,22,Indonesia,1044
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD HIDAYAT,4/26/96,30,Indonesia,1296
